,FundCode,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
444,005477,混合型,-4.74%,-8.72%,--,中高风险,1.87亿元
445,005600,混合型,-1.31%,5.35%,--,中高风险,0.02亿元
446,501043,股票指数,-0.83%,14.73%,--,高风险,1.12亿元
447,005138,混合型,3.94%,31.64%,--,中高风险,0.19亿元
448,006320,债券型,0.36%,--,--,中低风险,6.99亿元
449,005478,混合型,-4.74%,-8.88%,--,中高风险,0.06亿元
450,005160,债券型,0.87%,11.39%,--,中低风险,1.91亿元
451,005427,债券型,0.15%,0.73%,--,无,0.10亿元
452,006677,债券型,0.36%,--,--,中低风险,10.18亿元
453,006206,债券型,0.45%,--,--,无,16.19亿元
454,501045,股票指数,-0.85%,14.63%,--,高风险,0.62亿元
455,005548,债券型,0.88%,6.26%,--,无,57.35亿元
456,005139,混合型,3.93%,31.53%,--,中高风险,0.40亿元
457,006678,债券型,0.35%,--,--,中低风险,0.85亿元
458,005973,债券型,0.00%,0.00%,--,无,0.00亿元
459,006484,债券指数,0.26%,--,--,中低风险,83.03亿元
460,006188,债券型,0.66%,6.31%,--,无,4.21亿元
461,519022,混合型,7.10%,25.39%,5.59%,无,0.09亿元
462,005428,债券型,0.14%,0.72%,--,无,0.10亿元
463,006695,债券型,0.28%,--,--,中低风险,2.11亿元
464,005556,债券型,0.70%,5.32%,--,无,41.10亿元
465,005168,混合型,0.24%,7.38%,--,中高风险,0.15亿元
466,004680,混合型,-0.52%,3.89%,--,中高风险,0.51亿元
467,006230,混合型,3.66%,--,--,中高风险,0.31亿元
468,006702,债券型,0.15%,--,--,中低风险,0.35亿元
469,501057,股票指数,0.72%,-3.04%,--,高风险,1.27亿元
470,006485,债券指数,0.25%,--,--,中低风险,0.03亿元
471,005479,债券型,2.49%,11.80%,--,无,20.93亿元
472,004038,债券型,0.43%,6.73%,--,无,19.69亿元
473,005212,债券型,1.51%,2.89%,--,中低风险,4.35亿元
474,005671,混合型,3.48%,9.37%,--,中高风险,1.48亿元
475,005563,股票指数,-0.01%,11.02%,--,高风险,0.05亿元
476,006265,股票型,11.20%,--,--,高风险,0.14亿元
477,006703,债券型,0.12%,--,--,中低风险,0.04亿元
478,501058,股票指数,0.69%,-3.32%,--,高风险,1.79亿元
479,006596,债券型,0.29%,--,--,无,40.23亿元
480,004902,债券型,0.78%,7.74%,--,中风险,2.58亿元
481,005564,股票指数,-0.03%,10.80%,--,高风险,0.05亿元
482,005495,股票型,7.94%,13.31%,--,高风险,0.10亿元
483,005618,混合型,2.83%,10.50%,--,中高风险,0.65亿元
484,005672,混合型,3.41%,8.40%,--,中高风险,0.04亿元
485,006725,债券型,0.38%,--,--,无,14.11亿元
486,004724,混合型,-0.73%,6.95%,--,中高风险,0.03亿元
487,005065,货币型,0.19%,--,--,无,94.40亿元
488,005565,股票指数,-0.24%,4.59%,--,高风险,0.05亿元
489,006287,债券型,0.53%,--,--,无,14.98亿元
490,005717,债券型,1.92%,--,--,中风险,1.72亿元
491,005519,混合型,2.06%,14.34%,--,中高风险,1.14亿元
492,006590,混合型,5.43%,--,--,中高风险,0.01亿元
493,005619,混合型,2.79%,9.95%,--,中高风险,0.01亿元
494,005566,股票指数,-0.25%,4.52%,--,高风险,0.05亿元
495,006061,债券型,1.59%,10.03%,--,中风险,3.08亿元
496,004725,混合型,-1.02%,6.79%,--,中高风险,0.76亿元
497,004576,混合型,-2.46%,-1.13%,--,中高风险,0.66亿元
498,006277,混合型,-0.03%,--,--,中高风险,0.73亿元
499,005496,股票型,7.94%,12.46%,--,高风险,0.11亿元
500,006587,混合型,0.80%,--,--,中高风险,0.02亿元
501,006288,债券型,0.51%,--,--,无,0.00亿元
502,005679,混合型,2.34%,14.19%,--,中高风险,0.59亿元
503,005652,混合型,0.29%,4.65%,--,中高风险,0.07亿元
504,005567,股票指数,1.40%,17.13%,--,高风险,0.56亿元
505,006064,债券型,1.57%,9.82%,--,中风险,0.16亿元
506,006761,债券型,0.25%,--,--,无,1.01亿元
507,005321,债券型,0.57%,5.08%,--,无,156.97亿元
508,005568,股票指数,1.38%,16.86%,--,高风险,0.15亿元
509,006278,混合型,-0.04%,--,--,中高风险,0.70亿元
510,005522,混合型,0.35%,9.51%,--,无,2.43亿元
511,005200,债券型,0.08%,--,--,无,0.20亿元
512,004997,股票型,5.58%,18.82%,--,高风险,0.44亿元
513,005793,债券型,2.45%,9.72%,--,中高风险,0.57亿元
514,006066,债券型,0.81%,5.33%,--,无,31.08亿元
515,004044,混合型,2.53%,-2.87%,--,中高风险,3.23亿元
516,006304,债券型,0.31%,--,--,无,34.02亿元
517,005653,混合型,0.24%,4.00%,--,中高风险,0.06亿元
518,006279,混合型,-0.41%,--,--,中高风险,0.02亿元
519,005054,债券型,0.59%,4.50%,--,中低风险,4.52亿元
520,004942,混合型,1.59%,2.15%,--,中高风险,0.63亿元
521,006067,债券型,0.92%,5.07%,--,无,0.00亿元
522,005201,债券型,0.05%,--,--,无,0.00亿元
523,005005,混合型,-3.37%,9.37%,--,中高风险,0.27亿元
524,005740,债券型,0.64%,5.69%,--,无,57.92亿元
525,006433,混合型,0.25%,--,--,中高风险,6.87亿元
526,005974,混合型,0.74%,8.14%,--,无,35.16亿元
527,005142,混合型,-2.61%,-9.21%,--,中高风险,0.58亿元
528,006280,混合型,-0.40%,--,--,中高风险,0.00亿元
529,004943,混合型,1.58%,2.01%,--,中高风险,0.15亿元
530,005021,混合型,2.40%,8.86%,--,中高风险,0.17亿元
531,005006,混合型,-3.41%,9.01%,--,中高风险,0.03亿元
532,005140,混合型,0.37%,10.28%,--,中高风险,3.37亿元
533,006151,债券型,0.77%,--,--,无,5.53亿元
534,005746,混合型,4.34%,10.07%,--,中高风险,3.62亿元
535,005143,混合型,-2.62%,-9.41%,--,中高风险,0.55亿元
536,004823,混合型,1.83%,--,--,中高风险,2.19亿元
537,005381,混合型,2.40%,8.95%,--,中高风险,1.75亿元
538,005975,混合型,0.71%,7.58%,--,无,1.22亿元
539,005275,混合型,6.12%,19.16%,--,中高风险,15.10亿元
540,005141,混合型,0.34%,9.95%,--,中高风险,0.07亿元
541,006459,债券型,0.56%,--,--,中风险,2.41亿元
542,005432,债券型,0.84%,8.04%,--,无,10.50亿元
543,006348,混合型,1.39%,--,--,中高风险,0.13亿元
544,005117,混合型,7.38%,25.08%,--,中高风险,0.08亿元
545,005674,混合型,0.88%,10.72%,--,中高风险,0.48亿元
546,005382,混合型,2.36%,8.42%,--,无,0.00亿元
547,004824,混合型,1.80%,--,--,中高风险,0.31亿元
548,005176,混合型,11.98%,33.57%,--,中高风险,20.60亿元
549,005161,股票型,-0.68%,6.37%,--,高风险,1.14亿元
550,006460,债券型,0.53%,--,--,中风险,0.06亿元
551,005276,混合型,6.05%,18.35%,--,中高风险,0.43亿元
552,005448,债券型,0.32%,2.39%,--,无,125.97亿元
553,006568,混合型,3.56%,--,--,中高风险,4.00亿元
554,006162,债券型,0.43%,4.43%,--,中风险,8.64亿元
555,005118,混合型,7.48%,26.41%,--,中高风险,0.05亿元
556,006092,债券型,0.96%,--,--,无,10.47亿元
557,005244,混合型,3.14%,9.77%,--,中高风险,18.69亿元
558,005386,混合型,0.00%,22.80%,--,中高风险,0.53亿元
559,006635,债券型,0.74%,--,--,无,12.63亿元
560,005309,债券型,0.58%,4.93%,--,无,154.88亿元
561,006540,混合型,1.84%,--,--,中高风险,0.08亿元
562,005177,混合型,0.21%,8.46%,--,中高风险,3.33亿元
563,004101,债券型,0.33%,3.04%,--,中低风险,2.02亿元
564,006093,债券型,0.93%,--,--,无,0.00亿元
565,005245,混合型,3.10%,9.21%,--,中高风险,1.60亿元
566,006022,混合型,-0.66%,26.45%,--,中高风险,4.29亿元
567,005387,混合型,-0.01%,22.83%,--,中高风险,1.01亿元
568,005480,债券型,0.30%,3.71%,--,无,0.00亿元
569,006646,债券型,0.39%,--,--,中低风险,4.64亿元
570,005472,混合型,3.77%,20.72%,--,中高风险,2.05亿元
571,006464,债券型,0.36%,--,--,无,43.30亿元
572,006180,债券型,0.38%,--,--,无,58.27亿元
573,005285,债券型,1.01%,7.98%,--,无,0.59亿元
574,005178,混合型,0.17%,8.13%,--,中高风险,0.26亿元
575,005397,混合型,-0.32%,6.35%,--,中高风险,1.81亿元
576,005666,债券型,0.30%,4.18%,--,无,1.80亿元
577,004919,债券型,0.70%,5.90%,--,无,61.28亿元
578,006103,混合型,0.00%,-11.48%,--,中高风险,0.81亿元
579,006647,债券型,0.36%,--,--,中低风险,3.56亿元
580,501049,混合型,-0.18%,11.90%,--,中高风险,19.30亿元
581,005247,混合型,-0.21%,2.48%,--,无,2.38亿元
582,006465,债券型,0.33%,--,--,无,0.00亿元
583,005819,混合型,2.67%,11.03%,--,中高风险,5.12亿元
584,006403,债券型,0.00%,--,--,无,0.00亿元
585,005473,混合型,3.70%,19.75%,--,中高风险,0.13亿元
586,000516,债券型,0.95%,10.12%,--,无,5.63亿元
587,005405,混合型,0.33%,19.49%,--,中高风险,1.00亿元
588,006163,债券型,0.90%,8.37%,--,无,7.32亿元
589,005968,股票型,-1.24%,10.65%,--,高风险,0.06亿元
590,501106,债券型,1.04%,8.75%,--,无,0.02亿元
591,006407,债券型,0.00%,--,--,无,0.00亿元
592,005258,混合型,-0.97%,3.04%,--,中高风险,7.77亿元
593,006762,债券型,1.02%,--,--,无,18.19亿元
594,005406,混合型,0.28%,19.05%,--,中高风险,0.02亿元
595,006491,债券指数,0.28%,--,--,中低风险,117.52亿元
596,005638,混合型,4.66%,11.30%,--,中高风险,3.17亿元
597,000517,债券型,0.92%,9.68%,--,无,0.00亿元
598,005969,股票型,-1.30%,10.01%,--,高风险,0.05亿元
599,005315,债券型,0.53%,4.57%,--,无,50.59亿元
600,005457,股票型,-1.08%,2.56%,--,高风险,4.04亿元
601,005895,债券型,0.48%,7.01%,--,无,20.23亿元
602,006059,债券型,0.67%,--,--,中风险,5.71亿元
603,006492,债券指数,0.27%,--,--,中低风险,0.01亿元
604,004674,混合型,1.02%,19.79%,--,中高风险,0.11亿元
605,005766,债券型,0.68%,6.01%,--,无,7.53亿元
606,006201,混合型,-1.02%,--,--,中高风险,0.62亿元
607,005316,债券型,0.53%,1.56%,--,无,0.00亿元
608,006570,债券型,0.47%,--,--,中低风险,0.51亿元
609,004025,债券型,0.86%,10.70%,--,中风险,1.89亿元
610,006060,债券型,0.64%,--,--,中风险,0.54亿元
611,006015,债券型,0.57%,4.57%,--,中低风险,1.05亿元
612,005459,混合型,-0.03%,6.31%,--,中高风险,0.90亿元
613,005901,混合型,2.38%,11.91%,--,中高风险,0.06亿元
614,004675,混合型,0.97%,2.53%,--,中高风险,0.00亿元
615,675161,债券型,0.51%,4.14%,--,中低风险,1.02亿元
616,005322,债券型,0.54%,4.46%,--,无,25.80亿元
617,006513,债券型,0.42%,--,--,中低风险,24.67亿元
618,006231,混合型,1.49%,--,--,中高风险,0.58亿元
619,005460,混合型,-0.03%,6.23%,--,中高风险,0.04亿元
620,675163,债券型,0.51%,4.10%,--,中低风险,0.22亿元
621,006571,债券型,0.46%,--,--,中低风险,0.00亿元
622,004026,债券型,0.79%,10.22%,--,中风险,1.29亿元
623,006514,债券型,0.37%,--,--,中低风险,0.00亿元
624,005902,混合型,2.20%,11.84%,--,中高风险,0.01亿元
625,001980,混合型,-1.22%,5.18%,--,中高风险,0.21亿元
626,002988,债券型,0.23%,4.20%,13.40%,无,0.00亿元
627,004685,混合型,-0.61%,6.61%,--,中高风险,1.13亿元
628,005341,混合型,11.67%,34.31%,--,中高风险,0.35亿元
629,005645,债券型,0.65%,5.45%,--,无,7.67亿元
630,006232,混合型,1.48%,--,--,中高风险,0.06亿元
631,005876,混合型,2.40%,--,--,中高风险,1.00亿元
632,006606,债券型,0.49%,--,--,中低风险,4.76亿元
633,004479,债券型,0.54%,5.36%,--,中低风险,21.07亿元
634,006142,债券型,-0.12%,3.57%,--,无,8.01亿元
635,005342,混合型,11.72%,34.62%,--,中高风险,0.06亿元
636,005877,混合型,2.36%,--,--,中高风险,0.05亿元
637,006393,债券型,0.35%,--,--,无,9.28亿元
638,005530,股票型,1.68%,13.96%,--,高风险,1.14亿元
639,001562,混合型,4.73%,29.14%,--,中高风险,2.13亿元
640,005754,债券型,0.35%,4.00%,--,中低风险,69.61亿元
641,006607,债券型,0.45%,--,--,中低风险,1.19亿元
642,005431,债券型,0.57%,4.14%,--,无,50.40亿元
643,005208,债券型,0.70%,6.45%,--,无,60.65亿元
644,165810,股票型,-0.86%,8.62%,--,无,0.00亿元
645,004888,混合型,2.66%,14.08%,--,中高风险,1.04亿元
646,004756,混合型,1.68%,7.71%,--,无,4.10亿元
647,005756,债券型,0.32%,3.78%,--,中低风险,128.98亿元
648,006247,股票型,2.08%,--,--,无,0.33亿元
649,006586,混合型,1.34%,--,--,中高风险,0.01亿元
650,005669,股票型,2.01%,7.41%,--,高风险,0.57亿元
651,005888,混合型,2.02%,--,--,中高风险,0.82亿元
652,005317,混合型,-0.02%,8.89%,--,中高风险,1.41亿元
653,004757,混合型,1.66%,7.60%,--,无,0.00亿元
654,501059,股票指数,-1.48%,15.34%,--,高风险,0.91亿元
655,004707,混合型,-0.44%,18.03%,--,无,0.61亿元
656,004889,混合型,2.64%,13.85%,--,中高风险,0.18亿元
657,005809,混合型,3.66%,26.51%,--,无,3.37亿元
658,006058,混合型,7.77%,--,--,中高风险,1.63亿元
659,005889,混合型,1.97%,--,--,中高风险,0.22亿元
660,004934,混合型,2.92%,25.66%,--,中高风险,10.58亿元
661,004661,债券型,1.26%,--,--,中低风险,0.55亿元
662,005439,债券型,0.53%,5.91%,--,无,10.49亿元
663,005318,混合型,-0.16%,6.03%,--,中高风险,0.25亿元
664,004945,股票指数,-0.42%,2.10%,--,高风险,0.21亿元
665,006063,股票指数,-0.41%,11.25%,--,高风险,2.60亿元
666,004797,债券型,0.54%,5.34%,--,无,41.59亿元
667,004719,混合型,-0.46%,17.67%,--,无,0.00亿元
668,005779,债券型,0.53%,5.65%,--,无,6.32亿元
669,006019,债券型,0.37%,--,--,无,58.09亿元
670,006396,混合型,4.01%,--,--,无,0.01亿元
671,006633,债券指数,0.30%,--,--,中低风险,33.88亿元
672,005708,混合型,0.02%,14.23%,--,中高风险,2.35亿元
673,005375,债券型,0.73%,6.51%,--,无,50.70亿元
674,005794,混合型,2.53%,47.81%,--,中高风险,3.60亿元
675,004958,混合型,1.91%,11.12%,--,中高风险,4.02亿元
676,169106,混合型,0.46%,11.70%,--,中高风险,21.00亿元
677,004844,债券型,0.60%,5.69%,--,无,21.77亿元
678,004993,债券型,3.09%,19.60%,--,中高风险,5.22亿元
679,006169,债券型,0.47%,--,--,中低风险,1.21亿元
680,005535,混合型,-5.52%,20.57%,--,中高风险,0.90亿元
681,006634,债券指数,0.20%,--,--,中低风险,1.02亿元
682,006397,混合型,2.31%,--,--,无,0.05亿元
683,005622,债券型,0.71%,6.20%,--,无,20.47亿元
684,002128,债券型,0.49%,5.61%,--,无,15.59亿元
685,004994,债券型,3.08%,19.29%,--,中高风险,2.48亿元
686,160142,混合型,1.89%,8.14%,--,中高风险,192.77亿元
687,004965,混合型,2.86%,19.47%,--,中高风险,1.35亿元
688,005658,股票型,-0.86%,12.85%,--,无,17.83亿元
689,006170,债券型,0.44%,--,--,中低风险,2.98亿元
690,006733,股票型,3.89%,--,--,无,0.20亿元
691,005047,债券型,0.27%,-4.55%,--,中低风险,0.03亿元
692,161131,混合型,2.55%,8.21%,--,中高风险,258.36亿元
693,004767,债券型,0.67%,6.19%,--,无,22.31亿元
694,005654,债券型,0.58%,5.06%,--,无,15.77亿元
695,005848,混合型,0.43%,--,--,中高风险,0.23亿元
696,005656,债券型,1.30%,--,--,中风险,1.16亿元
697,005090,混合型,3.61%,10.16%,--,中高风险,0.11亿元
698,004917,混合型,-1.66%,3.27%,--,中高风险,0.19亿元
699,005228,混合型,-6.20%,-13.08%,--,中高风险,9.69亿元
700,005048,债券型,0.26%,-4.85%,--,中低风险,0.00亿元
701,006511,混合型,2.16%,--,--,中高风险,2.97亿元
702,004966,混合型,2.78%,18.50%,--,中高风险,0.38亿元
703,006120,债券型,0.66%,--,--,无,10.29亿元
704,161728,混合型,0.85%,6.68%,--,中高风险,261.83亿元
705,004918,混合型,-1.66%,3.15%,--,中高风险,0.10亿元
706,005657,债券型,1.26%,--,--,中风险,9.65亿元
707,005705,债券型,0.49%,5.03%,--,无,92.11亿元
708,005091,混合型,3.54%,9.58%,--,中高风险,0.01亿元
709,006366,混合型,4.71%,--,--,中高风险,1.08亿元
710,005113,股票指数,-1.50%,13.86%,--,高风险,0.35亿元
711,004925,股票型,-0.67%,2.19%,--,高风险,1.73亿元
712,001780,混合型,2.88%,13.96%,--,中高风险,0.65亿元
713,006512,混合型,2.10%,--,--,中高风险,0.21亿元
714,005892,债券型,0.97%,--,--,中低风险,0.24亿元
715,005041,混合型,0.97%,4.79%,--,中高风险,1.39亿元
716,005515,股票型,-2.20%,0.70%,--,高风险,0.09亿元
717,501186,混合型,2.59%,8.11%,--,中高风险,119.23亿元
718,005893,债券型,0.94%,--,--,中低风险,1.40亿元
719,005171,债券型,0.76%,6.30%,--,无,15.19亿元
720,006387,债券型,0.38%,--,--,中低风险,3.10亿元
721,005114,股票指数,-1.55%,12.92%,--,高风险,0.20亿元
722,004128,混合型,-0.80%,7.29%,--,无,1.55亿元
723,005152,股票型,-0.86%,13.47%,--,无,0.01亿元
724,005996,债券型,0.40%,--,--,中低风险,5.04亿元
725,005042,混合型,0.94%,4.21%,--,中高风险,0.05亿元
726,005197,混合型,-4.27%,-4.64%,--,中高风险,7.37亿元
727,006519,债券型,0.32%,--,--,中低风险,1.56亿元
728,501188,混合型,1.21%,8.41%,--,中高风险,154.95亿元
729,005516,股票型,-2.12%,2.92%,--,高风险,0.00亿元
730,005133,混合型,-0.67%,17.83%,--,中高风险,0.65亿元
731,006203,债券型,0.54%,--,--,无,18.03亿元
732,006388,债券型,0.36%,--,--,中低风险,3.18亿元
733,005198,混合型,-4.29%,-4.89%,--,中高风险,0.34亿元
734,004932,混合型,-0.14%,10.57%,--,无,2.07亿元
735,006520,债券型,0.30%,--,--,中低风险,0.08亿元
736,006204,债券型,0.51%,--,--,无,1.43亿元
737,005128,混合型,0.57%,3.40%,--,中高风险,1.24亿元
738,005225,混合型,2.28%,21.95%,--,中高风险,0.99亿元
739,005296,混合型,2.12%,9.18%,--,中高风险,0.09亿元
740,501189,混合型,0.44%,4.65%,--,中高风险,124.40亿元
741,006416,债券型,0.32%,--,--,中风险,0.78亿元
742,005235,股票型,-0.56%,32.75%,--,高风险,0.25亿元
743,006264,债券型,0.49%,--,--,无,105.94亿元
744,005664,混合型,1.60%,10.04%,--,中高风险,2.85亿元
745,004933,混合型,-0.19%,9.92%,--,无,0.02亿元
746,005236,股票型,-0.59%,32.71%,--,高风险,0.18亿元
747,005297,混合型,2.03%,7.84%,--,中高风险,0.13亿元
748,005875,混合型,5.56%,48.48%,--,中高风险,2.26亿元
749,006576,债券型,0.70%,--,--,无,10.40亿元
750,005213,债券型,0.94%,6.69%,--,无,11.12亿元
751,006337,债券型,0.35%,--,--,无,40.10亿元
752,006417,债券型,0.28%,--,--,中风险,0.00亿元
753,005505,混合型,6.18%,39.57%,--,中高风险,0.15亿元
754,005665,混合型,1.59%,9.14%,--,中高风险,0.19亿元
755,006577,债券型,0.68%,--,--,无,0.00亿元
756,005360,混合型,-0.38%,-6.26%,--,中高风险,0.84亿元
757,005223,股票指数,-4.46%,-8.33%,--,高风险,1.72亿元
758,005882,债券型,0.54%,3.59%,--,中低风险,0.01亿元
759,005237,股票型,7.31%,11.22%,--,高风险,0.19亿元
760,006338,债券型,0.34%,--,--,无,0.05亿元
761,006252,混合型,2.58%,--,--,中高风险,2.95亿元
762,006496,债券型,0.17%,--,--,中低风险,1.72亿元
763,005506,混合型,6.17%,39.44%,--,中高风险,0.26亿元
764,005008,债券型,0.30%,7.99%,--,无,0.90亿元
765,005810,混合型,-2.65%,11.19%,--,中高风险,5.44亿元
766,005488,债券型,0.55%,5.97%,--,无,25.51亿元
767,006253,混合型,2.50%,--,--,中高风险,0.50亿元
768,005224,股票指数,-4.47%,-8.30%,--,高风险,1.59亿元
769,005238,股票型,7.30%,11.02%,--,高风险,0.06亿元
770,005587,混合型,-3.53%,7.52%,--,中高风险,11.44亿元
771,006049,混合型,-2.59%,3.15%,--,中高风险,0.49亿元
772,005098,货币型,0.21%,3.01%,--,无,1.97亿元
773,006497,债券型,0.15%,--,--,中低风险,0.02亿元
774,160226,混合型,4.14%,10.30%,2.25%,无,1.13亿元
775,501062,混合型,2.86%,--,--,中高风险,14.82亿元
776,006547,混合型,0.98%,--,--,无,1.55亿元
777,005811,混合型,-2.75%,9.84%,--,中高风险,0.75亿元
778,005299,混合型,0.37%,23.27%,--,中高风险,1.06亿元
779,005239,股票型,0.31%,0.45%,--,高风险,0.10亿元
780,006545,债券型,0.54%,--,--,中低风险,2.50亿元
781,005125,股票指数,-3.17%,-0.59%,--,高风险,0.09亿元
782,005462,债券型,0.90%,6.27%,--,无,20.60亿元
783,006546,债券型,0.54%,--,--,中低风险,1.91亿元
784,005273,债券型,0.98%,0.21%,--,中高风险,0.21亿元
785,005775,混合型,5.54%,--,--,中高风险,0.09亿元
786,005300,混合型,0.33%,22.68%,--,中高风险,0.43亿元
787,005240,股票型,0.34%,0.83%,--,高风险,0.04亿元
788,005610,债券型,0.58%,5.41%,--,无,42.27亿元
